PersonId,DegreeYear,rao,prof_field,phd_field,n,gender
16524,2009,0.380975254,Phys & Eng,Phys & Eng,8,M
16525,2011,0.409091092,Bio & Health,Bio & Health,3,M
16526,2007,0.273980985,Bio & Health,Bio & Health,4,M
16527,2009,0.215004714,Bio & Health,Bio & Health,2,F
16528,2009,0.337963385,Bio & Health,Bio & Health,6,M
16529,2005,0.431610399,Life & Earth,Life & Earth,3,M
16530,2010,0.414089746,Bio & Health,Bio & Health,3,M
16531,2011,0.520388548,Social Sciences,Social Sciences,8,M
16532,2007,0.483009488,Social Sciences,Social Sciences,1,F
16533,2010,0.356108095,Social Sciences,Social Sciences,2,F
16534,2008,0.489839236,Social Sciences,Social Sciences,10,F
16535,2011,0.465600793,Social Sciences,Social Sciences,15,F
16536,2007,0.47016777,Bio & Health,Social Sciences,8,F
16537,2013,0.510037291,Bio & Health,Bio & Health,9,M
16538,2008,0.61004431,Phys & Eng,Phys & Eng,3,M
16539,2015,0.098664666,Social Sciences,Social Sciences,1,F
16540,2009,0.514031217,Life & Earth,Life & Earth,6,F
16541,2010,0.379206958,Bio & Health,Bio & Health,13,F
16542,2015,0.600517361,Social Sciences,Social Sciences,1,F
16543,2014,0.421111142,Social Sciences,Social Sciences,1,F
16544,2010,0.568385093,Social Sciences,Social Sciences,1,M
16545,2011,0.469392674,Life & Earth,Life & Earth,5,F
16546,2011,0.4940455,Life & Earth,Life & Earth,11,M
16547,2010,0.370627004,Social Sciences,Social Sciences,2,F
16548,2011,0.207282727,Math & Computing,Math & Computing,6,M
16549,2008,0.436486,Life & Earth,Math & Computing,2,M
16550,2012,0.540749036,Math & Computing,Math & Computing,12,M
16551,2009,0.695313429,Bio & Health,Social Sciences,3,M
16552,2010,0.585875395,Life & Earth,Life & Earth,7,M
16553,2009,0.216074808,Life & Earth,Life & Earth,6,F
16554,2008,0.536453703,Life & Earth,Life & Earth,9,F
16555,2012,0.541687899,Bio & Health,Bio & Health,3,F
16556,2008,0.488052259,Phys & Eng,Phys & Eng,7,M
16557,2010,0.268617487,Phys & Eng,Phys & Eng,5,M
16558,2008,7.77E-16,Phys & Eng,Phys & Eng,3,F
16559,2014,0.253958652,Social Sciences,Social Sciences,3,F
16560,2008,0.523368281,Math & Computing,Math & Computing,4,M
16561,2013,0.267000544,Social Sciences,Math & Computing,2,F
16562,2015,0.176327177,Social Sciences,Social Sciences,4,M
16563,2012,0.481869671,Phys & Eng,Phys & Eng,18,F
16564,2013,0.485635363,Phys & Eng,Phys & Eng,10,M
16565,2010,0.402733527,Phys & Eng,Life & Earth,8,M
16566,2010,0.523670923,Math & Computing,Math & Computing,2,F
16567,2006,0.224310134,Phys & Eng,Phys & Eng,1,M
16568,2011,0.323881868,Phys & Eng,Phys & Eng,4,M
16569,2011,0.459196249,Phys & Eng,Phys & Eng,4,F
16570,2009,0.354270265,Phys & Eng,Phys & Eng,9,F
16571,2009,0.505647481,Life & Earth,Life & Earth,7,M
16572,2008,0.562323691,Life & Earth,Bio & Health,8,F
16573,2015,0.580849008,Math & Computing,Math & Computing,6,M
16574,2013,0.657397876,Phys & Eng,Phys & Eng,2,F
16575,2007,0.226155084,Bio & Health,Bio & Health,5,M
16576,2008,0.34291748,Bio & Health,Bio & Health,2,M
16577,2010,0.38849301,Bio & Health,Bio & Health,3,M
16578,2013,0.260898617,Bio & Health,Social Sciences,2,M
16579,2010,0.384068758,Bio & Health,Bio & Health,5,F
16580,2006,0.447009411,Life & Earth,Life & Earth,4,M
16581,2015,0.459443854,Social Sciences,Social Sciences,2,M
16582,2009,0.326554006,Social Sciences,Social Sciences,3,M
16583,2015,0.274539799,Social Sciences,Social Sciences,1,M
16584,2015,0.514886869,Social Sciences,Social Sciences,3,F
16585,2012,0.415473273,Social Sciences,Social Sciences,12,F
16586,2014,0.547220712,Bio & Health,Social Sciences,6,F
16587,2015,0.509597941,Social Sciences,Life & Earth,6,M
16588,2010,0.512292956,Social Sciences,Social Sciences,8,M
16589,2009,0.594205859,Bio & Health,Bio & Health,3,F
16590,2009,0.430594041,Life & Earth,Life & Earth,16,M
16591,2009,0.269712197,Life & Earth,Phys & Eng,19,M
16592,2008,0.137534366,Bio & Health,Bio & Health,12,M
16593,2006,0.486389248,Life & Earth,Bio & Health,7,F
16594,2015,0.331790077,Social Sciences,Social Sciences,1,F
16595,2015,0.3970935,Social Sciences,Social Sciences,2,F
16596,2015,0.245072447,Social Sciences,Social Sciences,1,F
16597,2008,0.544115178,Social Sciences,Social Sciences,8,F
16598,2015,0.285728982,Social Sciences,Social Sciences,1,M
16599,2015,0.570803737,Social Sciences,Social Sciences,1,M
16600,2005,0.473872288,Social Sciences,Social Sciences,6,M
16601,2010,0.537961629,Social Sciences,Social Sciences,2,F
16602,2015,0.441018936,Math & Computing,Math & Computing,8,M
16603,2010,0.397773306,Bio & Health,Life & Earth,8,F
16604,2005,0.489201268,Bio & Health,Bio & Health,1,M
16605,2012,0.456615876,Bio & Health,Bio & Health,14,M
16606,2014,0.542180055,Phys & Eng,Math & Computing,5,M
16607,2013,0.435791374,Social Sciences,Bio & Health,3,F
16608,2012,0.062053807,Social Sciences,Social Sciences,1,M
16609,2007,0.62589921,Bio & Health,Social Sciences,4,F
16610,2011,0.265102472,Bio & Health,Bio & Health,15,F
16611,2005,0.590019733,Bio & Health,Bio & Health,5,F
16612,2011,0.356822234,Social Sciences,Social Sciences,12,F
16613,2007,0.405283282,Phys & Eng,Phys & Eng,6,M
16614,2013,0.651368534,Social Sciences,Social Sciences,1,M
16615,2006,0.383753197,Social Sciences,Social Sciences,6,M
16616,2014,0.269699078,Life & Earth,Life & Earth,5,M
16617,2014,0.318409982,Math & Computing,Social Sciences,2,M
16618,2014,0.654003461,Phys & Eng,Phys & Eng,6,M
16619,2012,0.67996878,Phys & Eng,Phys & Eng,8,M
16620,2009,0.212698528,Bio & Health,Life & Earth,4,M
16621,2007,0.484955109,Phys & Eng,Phys & Eng,13,M
16622,2006,0.440601054,Bio & Health,Bio & Health,1,M
16623,2008,0.509758489,Bio & Health,Bio & Health,4,F
16624,2009,0.671937758,Phys & Eng,Phys & Eng,10,M
16625,2011,0.483248503,Phys & Eng,Phys & Eng,6,M
16626,2005,0.10932316,Life & Earth,Life & Earth,5,M
16627,2015,0.438386444,Social Sciences,Social Sciences,2,F
16628,2010,0.3805763,Phys & Eng,Phys & Eng,3,M
16629,2012,0.505117777,Math & Computing,Math & Computing,5,F
16630,2014,0.436971872,Math & Computing,Math & Computing,10,M
16631,2013,0.348852086,Phys & Eng,Math & Computing,4,M
16632,2014,0.568220867,Bio & Health,Bio & Health,4,F
16633,2013,0.576116734,Bio & Health,Bio & Health,2,F
16634,2013,0.59302892,Social Sciences,Social Sciences,6,M
16635,2011,0.234319692,Bio & Health,Bio & Health,5,F
16636,2009,0.402080189,Bio & Health,Bio & Health,12,M
16637,2013,0.514769132,Life & Earth,Phys & Eng,15,M
16638,2011,0.031963761,Social Sciences,Social Sciences,2,F
16639,2005,0.582496942,Phys & Eng,Phys & Eng,6,M
16640,2006,0.340982529,Bio & Health,Bio & Health,6,M
16641,2012,0.455660768,Phys & Eng,Phys & Eng,11,M
16642,2012,0.561154315,Social Sciences,Social Sciences,3,F
16643,2015,0.41528867,Social Sciences,Social Sciences,3,F
16644,2015,0.493396179,Life & Earth,Life & Earth,2,F
16645,2015,0.493396179,Phys & Eng,Life & Earth,2,F
16646,2014,0.468897015,Phys & Eng,Phys & Eng,3,M
16647,2014,0.383978239,Bio & Health,Bio & Health,3,F
16648,2010,0.362778897,Bio & Health,Bio & Health,5,M
16649,2013,0.754783042,Bio & Health,Phys & Eng,3,M
16650,2012,0.347786354,Bio & Health,Bio & Health,5,F
16651,2012,0.266695515,Bio & Health,Bio & Health,6,F
16652,2010,0.542332502,Bio & Health,Bio & Health,4,F
16653,2014,0.46140866,Social Sciences,Social Sciences,1,M
16654,2015,0.361440433,Phys & Eng,Phys & Eng,1,M
16655,2015,0.461602998,Phys & Eng,Phys & Eng,12,F
16656,2013,0.251930112,Math & Computing,Math & Computing,6,M
16657,2014,0.537507302,Life & Earth,Life & Earth,4,F
16658,2009,0.508964156,Phys & Eng,Phys & Eng,2,M
16659,2008,0.450849216,Bio & Health,Bio & Health,4,M
16660,2008,0.393504452,Bio & Health,Bio & Health,8,M
16661,2012,0.415548907,Bio & Health,Bio & Health,12,M
16662,2007,0.372159641,Bio & Health,Bio & Health,6,M
16663,2009,0.189146795,Bio & Health,Bio & Health,4,F
16664,2009,0.34345901,Social Sciences,Social Sciences,3,F
16665,2013,0.52755725,Social Sciences,Social Sciences,2,F
16666,2010,0.522834198,Social Sciences,Social Sciences,8,F
16667,2005,0.441515593,Social Sciences,Social Sciences,7,M
16668,2011,0.487603052,Bio & Health,Bio & Health,4,F
16669,2012,0.592888841,Bio & Health,Bio & Health,14,M
16670,2014,0.596492633,Bio & Health,Bio & Health,10,M
16671,2009,0.486537712,Bio & Health,Bio & Health,10,F
16672,2007,0.508293941,Bio & Health,Life & Earth,4,M
16673,2013,0.63692972,Bio & Health,Bio & Health,1,F
16674,2010,0.459359027,Bio & Health,Bio & Health,1,F
16675,2009,0.49920331,Bio & Health,Bio & Health,8,F
16676,2012,0.483121474,Phys & Eng,Phys & Eng,4,M
16677,2013,0.604760062,Phys & Eng,Phys & Eng,15,F
16678,2008,0.455346222,Phys & Eng,Phys & Eng,2,M
16679,2010,0.170556851,Social Sciences,Social Sciences,2,F
16680,2011,0.488922542,Phys & Eng,Phys & Eng,4,M
16681,2009,0.59642469,Phys & Eng,Phys & Eng,3,M
16682,2014,0.523374472,Phys & Eng,Phys & Eng,8,F
16683,2013,0.571652117,Phys & Eng,Phys & Eng,2,M
16684,2011,0.519479991,Bio & Health,Bio & Health,8,F
16685,2010,0.293833513,Bio & Health,Bio & Health,12,F
16686,2010,0.400125363,Bio & Health,Bio & Health,14,M
16687,2009,0.29770588,Bio & Health,Life & Earth,4,M
16688,2013,0.559447882,Bio & Health,Bio & Health,10,M
16689,2008,0.510228065,Bio & Health,Bio & Health,5,M
16690,2014,0.426470563,Social Sciences,Social Sciences,1,F
16691,2009,0.363883562,Bio & Health,Bio & Health,1,M
16692,2009,0.479136213,Bio & Health,Bio & Health,13,F
16693,2009,0.56298254,Bio & Health,Life & Earth,4,M
16694,2009,0.56298254,Social Sciences,Life & Earth,4,M
16695,2010,0.294998857,Bio & Health,Bio & Health,8,F
16696,2010,0.5407251,Social Sciences,Social Sciences,9,M
16697,2013,0.466430983,Bio & Health,Bio & Health,7,F
16698,2010,0.419525165,Bio & Health,Bio & Health,5,M
16699,2016,0.534609358,Bio & Health,Bio & Health,14,M
16700,2008,0.142367226,Phys & Eng,Phys & Eng,10,M
16701,2012,0.251393078,Phys & Eng,Phys & Eng,9,M
16702,2012,0.514401683,Social Sciences,Social Sciences,4,M
16703,2013,0.488958969,Social Sciences,Social Sciences,10,M
16704,2014,0.525506128,Social Sciences,Social Sciences,12,M
16705,2010,0.497687988,Social Sciences,Social Sciences,5,M
16706,2013,0.554591296,Social Sciences,Social Sciences,3,M
16707,2015,0.556615054,Social Sciences,Social Sciences,2,M
16708,2010,0.475372194,Bio & Health,Bio & Health,10,M
16709,2015,0.486276945,Math & Computing,Math & Computing,3,M
16710,2011,0.301961813,Math & Computing,Math & Computing,6,F
16711,2013,0.591896984,Social Sciences,Social Sciences,4,M
16712,2007,0.457394282,Phys & Eng,Phys & Eng,7,M
16713,2006,0.11254436,Phys & Eng,Phys & Eng,7,M
16714,2008,0.280825454,Phys & Eng,Phys & Eng,14,M
16715,2006,0.511565539,Bio & Health,Bio & Health,8,M
16716,2008,0.501504483,Social Sciences,Social Sciences,2,F
16717,2008,0.457197309,Social Sciences,Social Sciences,4,F
16718,2013,0.651893154,Social Sciences,Social Sciences,1,M
16719,2011,0.511744476,Life & Earth,Phys & Eng,1,F
16720,2014,0.7440325,Bio & Health,Bio & Health,6,F
16721,2014,0.7440325,Life & Earth,Bio & Health,6,F
16722,2012,0.496289767,Bio & Health,Bio & Health,12,M
16723,2009,0.424663162,Phys & Eng,Phys & Eng,7,M
16724,2015,0.562239962,Life & Earth,Life & Earth,7,F
16725,2008,0.563009121,Life & Earth,Life & Earth,5,F
16726,2015,0.410756523,Math & Computing,Math & Computing,3,F
16727,2013,0.504966157,Bio & Health,Life & Earth,7,F
16728,2015,0.62235579,Social Sciences,Social Sciences,4,F
16729,2012,0.501006152,Life & Earth,Bio & Health,2,F
16730,2015,0.555540034,Bio & Health,Bio & Health,12,F
16731,2015,0.417793157,Life & Earth,Life & Earth,13,F
16732,2013,0.499932747,Social Sciences,Social Sciences,13,M
16733,2014,0.3662124,Social Sciences,Social Sciences,2,F
16734,2011,0.08016128,Life & Earth,Math & Computing,5,M
16735,2011,0.08016128,Bio & Health,Math & Computing,5,M
16736,2014,0.603269686,Social Sciences,Social Sciences,2,F
16737,2012,0.667636683,Phys & Eng,Phys & Eng,1,M
16738,2015,0.406345995,Phys & Eng,Math & Computing,1,M
16739,2012,0.411703584,Life & Earth,Bio & Health,12,F
16740,2006,0.602542093,Bio & Health,Bio & Health,3,F
16741,2015,0.424058404,Social Sciences,Social Sciences,6,M
16742,2011,0.63768138,Social Sciences,Social Sciences,2,F
16743,2015,0.230686588,Social Sciences,Social Sciences,2,F
16744,2015,0.282595293,Social Sciences,Social Sciences,2,M
16745,2015,0.533925625,Math & Computing,Math & Computing,9,F
16746,2007,0.581380349,Phys & Eng,Phys & Eng,3,M
16747,2006,0.422067914,Bio & Health,Life & Earth,8,F
16748,2011,0.56785562,Life & Earth,Bio & Health,6,F
16749,2011,0.56785562,Bio & Health,Bio & Health,6,F
16750,2008,0.230521258,Life & Earth,Life & Earth,3,M
16751,2005,0.328905642,Bio & Health,Bio & Health,10,M
16752,2012,0.43331729,Bio & Health,Bio & Health,11,M
16753,2007,0.560333248,Bio & Health,Bio & Health,9,M
16754,2009,0.545972996,Life & Earth,Life & Earth,4,F
16755,2007,0.201694278,Bio & Health,Bio & Health,10,M
16756,2009,0.466150004,Bio & Health,Bio & Health,4,M
16757,2005,0.434313199,Bio & Health,Bio & Health,5,M
16758,2006,0.346819662,Bio & Health,Bio & Health,2,F
16759,2016,0.704682616,Social Sciences,Social Sciences,4,M
16760,2015,0.636365674,Social Sciences,Social Sciences,7,F
16761,2005,0.301898101,Social Sciences,Social Sciences,2,F
16762,2005,0.573964974,Social Sciences,Social Sciences,1,M
16763,2014,0.507576862,Bio & Health,Life & Earth,9,F
16764,2015,0.497362137,Bio & Health,Bio & Health,4,F
16765,2014,0.243493164,Social Sciences,Social Sciences,2,M
16766,2012,0.521477143,Bio & Health,Bio & Health,14,M
16767,2015,0.246732729,Bio & Health,Bio & Health,1,F
16768,2012,0.515466236,Phys & Eng,Phys & Eng,6,M
16769,2013,0.448503273,Bio & Health,Life & Earth,16,M
16770,2009,0.480883346,Social Sciences,Social Sciences,11,F
16771,2015,0.423316559,Social Sciences,Social Sciences,7,F
16772,2015,0.550993974,Social Sciences,Social Sciences,5,M
16773,2015,0.557996171,Phys & Eng,Phys & Eng,2,M
16774,2009,0.378873834,Phys & Eng,Phys & Eng,6,M
16775,2012,0.479544192,Phys & Eng,Phys & Eng,9,F
16776,2013,0.241683765,Phys & Eng,Phys & Eng,4,M
16777,2012,0.493309057,Phys & Eng,Phys & Eng,4,M
16778,2015,0.420415358,Social Sciences,Social Sciences,1,M
16779,2009,0.337601289,Bio & Health,Math & Computing,8,M
16780,2008,0.553922066,Life & Earth,Bio & Health,7,M
16781,2012,0.552405976,Social Sciences,Bio & Health,7,F
16782,2010,0.102393966,Phys & Eng,Phys & Eng,11,M
16783,2009,0.066910082,Phys & Eng,Phys & Eng,20,M
16784,2009,0.066910082,Phys & Eng,Phys & Eng,20,F
16785,2011,0.107969302,Phys & Eng,Phys & Eng,4,F
16786,2006,0.170357216,Bio & Health,Bio & Health,1,M
16787,2011,0.681170689,Phys & Eng,Phys & Eng,1,M
16788,2011,0.572439514,Phys & Eng,Phys & Eng,9,M
16789,2013,0.483350965,Social Sciences,Social Sciences,7,F
16790,2011,0.212402443,Life & Earth,Bio & Health,4,M
16791,2013,0.451293031,Social Sciences,Social Sciences,4,M
16792,2012,0.622878796,Life & Earth,Life & Earth,13,F
16793,2013,0.316175681,Life & Earth,Life & Earth,4,M
16794,2014,0.284615305,Social Sciences,Social Sciences,2,M
16795,2015,0.573675143,Social Sciences,Social Sciences,10,M
16796,2015,0.633189136,Math & Computing,Math & Computing,1,F
16797,2011,0.610937893,Phys & Eng,Phys & Eng,14,M
16798,2010,0.472592011,Bio & Health,Bio & Health,2,M
16799,2011,0.503861805,Life & Earth,Phys & Eng,18,M
16800,2015,0.609796656,Social Sciences,Social Sciences,4,M
16801,2015,0.54949972,Social Sciences,Social Sciences,16,F
16802,2013,0.568104591,Math & Computing,Math & Computing,3,M
16803,2014,0.297372267,Bio & Health,Bio & Health,8,F
16804,2013,0.693586531,Social Sciences,Social Sciences,5,M
16805,2015,0.419624118,Social Sciences,Social Sciences,7,F
16806,2009,0.058293943,Phys & Eng,Phys & Eng,5,F
16807,2006,0.478684,Phys & Eng,Phys & Eng,10,F
16808,2009,0.116760958,Phys & Eng,Phys & Eng,8,F
16809,2008,0.128002875,Phys & Eng,Phys & Eng,9,F
16810,2011,0.492519645,Bio & Health,Life & Earth,7,M
16811,2010,0.638962351,Phys & Eng,Phys & Eng,6,M
16812,2012,0.184489002,Social Sciences,Social Sciences,2,F
16813,2009,0.297162625,Bio & Health,Life & Earth,9,M
16814,2010,0.362926938,Bio & Health,Bio & Health,7,F
16815,2008,0.30976317,Bio & Health,Bio & Health,6,M
16816,2013,0.20915815,Phys & Eng,Phys & Eng,5,F
16817,2011,0.443290733,Phys & Eng,Phys & Eng,4,M
16818,2009,0.513983826,Bio & Health,Bio & Health,1,F
16819,2010,0.324271414,Life & Earth,Life & Earth,5,M
16820,2006,0.224856291,Bio & Health,Bio & Health,4,F
16821,2015,0.30108843,Social Sciences,Social Sciences,3,F
16822,2015,0.30108843,Social Sciences,Social Sciences,3,M
16823,2015,0.201493906,Social Sciences,Social Sciences,1,M
16824,2015,0.524260618,Social Sciences,Social Sciences,1,F
16825,2014,0.377246072,Phys & Eng,Phys & Eng,8,M
16826,2016,0.563710999,Social Sciences,Social Sciences,3,M
16827,2015,0.471879515,Social Sciences,Social Sciences,3,M
16828,2010,0.508039282,Life & Earth,Life & Earth,4,F
16829,2013,0.449178498,Bio & Health,Social Sciences,3,F
16830,2013,0.456513934,Bio & Health,Social Sciences,13,F
16831,2015,0.153108655,Social Sciences,Social Sciences,5,M
16832,2015,0.608321215,Social Sciences,Social Sciences,7,F
16833,2015,0.454559194,Social Sciences,Social Sciences,4,F
16834,2011,0.27743623,Bio & Health,Bio & Health,1,M
16835,2010,0.358057455,Bio & Health,Bio & Health,2,M
16836,2008,0.420794211,Bio & Health,Bio & Health,14,M
16837,2008,0.365516756,Life & Earth,Life & Earth,3,M
16838,2009,0.35767303,Bio & Health,Bio & Health,11,M
16839,2005,0.685467776,Social Sciences,Social Sciences,1,M
16840,2005,0.50827409,Bio & Health,Social Sciences,2,M
16841,2015,0.462230617,Social Sciences,Social Sciences,2,M
16842,2008,0.206531807,Social Sciences,Bio & Health,8,F
16843,2012,0.419505388,Life & Earth,Life & Earth,6,F
16844,2015,0.479767074,Social Sciences,Social Sciences,4,M
16845,2009,0.478291073,Bio & Health,Bio & Health,16,M
16846,2014,0.41191202,Social Sciences,Social Sciences,2,M
16847,2009,0.40872764,Life & Earth,Life & Earth,4,M
16848,2012,0.354699211,Life & Earth,Life & Earth,6,F
16849,2009,0.425917127,Bio & Health,Bio & Health,5,M
16850,2010,0.354339589,Bio & Health,Bio & Health,6,F
16851,2007,0.432493906,Bio & Health,Bio & Health,15,M
16852,2012,0.434811818,Bio & Health,Bio & Health,14,M
16853,2009,0.474567375,Phys & Eng,Phys & Eng,3,F
16854,2009,0.398353648,Bio & Health,Bio & Health,4,M
16855,2009,0.528295308,Bio & Health,Bio & Health,4,F
16856,2015,0.603848022,Bio & Health,Phys & Eng,7,M
16857,2006,0.492043431,Life & Earth,Life & Earth,15,F
16858,2012,0.434733175,Life & Earth,Life & Earth,8,F
16859,2009,0.542032187,Life & Earth,Life & Earth,11,M
16860,2006,0.048094243,Phys & Eng,Phys & Eng,11,M
16861,2011,0.063809305,Phys & Eng,Phys & Eng,5,F
16862,2006,0.211018904,Bio & Health,Bio & Health,10,F
16863,2012,0.524915278,Math & Computing,Math & Computing,7,M
16864,2011,0.386772021,Life & Earth,Math & Computing,17,M
16865,2011,0.386772021,Bio & Health,Math & Computing,17,M
16866,2012,0.384249478,Phys & Eng,Phys & Eng,6,M
16867,2015,0.559635185,Social Sciences,Social Sciences,5,F
16868,2014,0.432273314,Phys & Eng,Phys & Eng,4,M
16869,2011,0.328931118,Bio & Health,Bio & Health,17,F
16870,2015,0.392216071,Life & Earth,Life & Earth,4,M
16871,2010,0.409168201,Math & Computing,Math & Computing,3,F
16872,2012,0.571688253,Phys & Eng,Phys & Eng,13,M
16873,2007,0.367712799,Bio & Health,Bio & Health,3,F
16874,2015,0.649317792,Bio & Health,Bio & Health,8,F
16875,2011,0.290629606,Phys & Eng,Phys & Eng,14,M
16876,2007,0.131647299,Bio & Health,Bio & Health,1,F
16877,2015,0.575632645,Social Sciences,Social Sciences,7,M
16878,2011,0.580013736,Bio & Health,Bio & Health,17,M
16879,2013,0.439818003,Life & Earth,Life & Earth,18,F
16880,2007,0.322572952,Bio & Health,Bio & Health,1,F
16881,2010,0.155129346,Phys & Eng,Life & Earth,3,F
16882,2012,0.558297071,Bio & Health,Bio & Health,2,M
16883,2014,0.581021154,Math & Computing,Math & Computing,2,F
16884,2013,0.453094518,Bio & Health,Bio & Health,18,F
16885,2014,0.483414873,Bio & Health,Bio & Health,6,M
16886,2008,0.578134486,Bio & Health,Social Sciences,10,F
16887,2011,0.607851684,Bio & Health,Bio & Health,1,F
16888,2005,0.523797668,Bio & Health,Bio & Health,3,F
16889,2008,0.488349341,Bio & Health,Bio & Health,4,F
16890,2011,0.510492583,Bio & Health,Bio & Health,6,F
16891,2014,0.232403529,Bio & Health,Bio & Health,3,M
16892,2014,0.427989684,Bio & Health,Bio & Health,4,F
16893,2008,0.645840702,Bio & Health,Bio & Health,2,M
16894,2011,0.63985135,Life & Earth,Life & Earth,1,M
16895,2011,0.519954272,Phys & Eng,Phys & Eng,13,M
16896,2009,0.531866215,Social Sciences,Social Sciences,6,F
16897,2012,0.200398654,Social Sciences,Social Sciences,2,F
16898,2006,0.36655255,Life & Earth,Bio & Health,7,F
16899,2006,0.36655255,Social Sciences,Bio & Health,7,F
16900,2007,0.556467192,Bio & Health,Bio & Health,3,F
16901,2015,0.14151027,Phys & Eng,Phys & Eng,2,M
16902,2015,0.597457305,Social Sciences,Social Sciences,7,F
16903,2011,0.342194638,Bio & Health,Bio & Health,5,M
16904,2014,0.510489095,Bio & Health,Bio & Health,14,F
16905,2012,0.531870529,Social Sciences,Social Sciences,2,F
16906,2008,0.125327641,Phys & Eng,Phys & Eng,5,F
16907,2011,0.203298985,Social Sciences,Math & Computing,1,M
16908,2013,0.504018585,Phys & Eng,Phys & Eng,2,F
16909,2011,0.556323883,Social Sciences,Social Sciences,3,M
16910,2008,0.219307522,Bio & Health,Bio & Health,4,M
16911,2007,0.163368429,Bio & Health,Bio & Health,3,M
16912,2014,0.457408156,Bio & Health,Bio & Health,2,F
16913,2015,0.517715063,Bio & Health,Bio & Health,4,F
16914,2008,0.287356771,Phys & Eng,Phys & Eng,7,M
16915,2015,0.536355249,Math & Computing,Social Sciences,1,M
16916,2012,0.470636233,Life & Earth,Life & Earth,7,M
16917,2011,0.423305651,Life & Earth,Life & Earth,14,F
16918,2014,0.371124216,Social Sciences,Social Sciences,2,M
16919,2009,0.502647103,Social Sciences,Social Sciences,1,M
16920,2011,0.457373754,Social Sciences,Social Sciences,2,F
16921,2012,0.449578656,Social Sciences,Social Sciences,3,M
16922,2016,0.159267383,Social Sciences,Social Sciences,1,M
16923,2015,0.221183937,Social Sciences,Social Sciences,1,M
16924,2011,0.42179206,Bio & Health,Bio & Health,5,M
16925,2010,0.540029129,Social Sciences,Social Sciences,1,F
16926,2013,0.314204552,Life & Earth,Phys & Eng,4,M
16927,2014,0.62932452,Social Sciences,Social Sciences,3,F
16928,2015,0.309408828,Social Sciences,Social Sciences,5,M
16929,2015,0.591026436,Social Sciences,Social Sciences,3,M
16930,2012,0.406200801,Phys & Eng,Phys & Eng,2,M
16931,2008,0.474699741,Social Sciences,Social Sciences,5,M
16932,2008,0.405764815,Social Sciences,Social Sciences,10,M
16933,2015,0.337326054,Social Sciences,Social Sciences,4,M
16934,2015,0.456705324,Social Sciences,Social Sciences,12,F
16935,2015,0.418917251,Social Sciences,Social Sciences,4,F
16936,2012,0.174141484,Social Sciences,Social Sciences,2,M
16937,2011,0.48297739,Bio & Health,Life & Earth,7,M
16938,2011,0.48297739,Phys & Eng,Life & Earth,7,M
16939,2013,0.203337724,Social Sciences,Social Sciences,1,M
16940,2012,0.547060256,Phys & Eng,Phys & Eng,5,M
16941,2013,0.351586151,Phys & Eng,Phys & Eng,5,F
16942,2010,0.358601745,Phys & Eng,Phys & Eng,10,M
16943,2009,0.441415,Social Sciences,Social Sciences,5,F
16944,2009,0.477595776,Bio & Health,Phys & Eng,13,M
16945,2009,0.373918276,Bio & Health,Bio & Health,8,M
16946,2015,0.551904496,Social Sciences,Social Sciences,1,M
16947,2011,0.605649767,Bio & Health,Bio & Health,17,M
16948,2015,0.404308974,Social Sciences,Social Sciences,1,M
16949,2009,0.443352313,Bio & Health,Bio & Health,5,F
16950,2014,0.311684667,Math & Computing,Math & Computing,4,F
16951,2008,0.438955779,Bio & Health,Bio & Health,2,M
16952,2008,0.438955779,Bio & Health,Bio & Health,2,F
16953,2010,0.529581327,Bio & Health,Life & Earth,15,M
16954,2013,0.330221805,Bio & Health,Bio & Health,11,F
16955,2015,0.231717979,Social Sciences,Social Sciences,1,M
16956,2014,0.620509653,Bio & Health,Bio & Health,7,F
16957,2014,0.620509653,Social Sciences,Bio & Health,7,F
16958,2011,0.463136406,Social Sciences,Bio & Health,7,M
16959,2015,0.593969011,Math & Computing,Math & Computing,8,M
16960,2013,0.499411472,Math & Computing,Math & Computing,5,F
16961,2007,0.41562358,Life & Earth,Life & Earth,2,M
16962,2007,0.41562358,Phys & Eng,Life & Earth,2,M
16963,2009,0.297300974,Phys & Eng,Phys & Eng,5,F
16964,2015,0.638280751,Social Sciences,Social Sciences,5,M
16965,2009,0.141695571,Life & Earth,Life & Earth,1,M
16966,2015,0.467414354,Social Sciences,Social Sciences,14,M
16967,2013,0.465446629,Bio & Health,Social Sciences,7,F
16968,2015,0.505215752,Bio & Health,Bio & Health,11,M
16969,2012,0.598027254,Math & Computing,Math & Computing,4,F
16970,2009,0.235712034,Math & Computing,Math & Computing,1,M
16971,2011,0.722551011,Phys & Eng,Phys & Eng,2,M
16972,2009,0.395824668,Bio & Health,Bio & Health,7,F
16973,2009,0.629027124,Bio & Health,Bio & Health,10,M
16974,2009,0.276704086,Bio & Health,Bio & Health,2,M
16975,2009,0.708497236,Life & Earth,Bio & Health,7,F
16976,2009,0.708497236,Life & Earth,Bio & Health,7,M
16977,2014,0.406213311,Bio & Health,Bio & Health,10,F
16978,2015,0.529156764,Social Sciences,Social Sciences,6,F
16979,2011,0.56533427,Social Sciences,Social Sciences,2,F
16980,2015,0.463054662,Bio & Health,Bio & Health,12,M
16981,2012,0.444424088,Social Sciences,Social Sciences,1,M
16982,2010,0.565302374,Social Sciences,Social Sciences,4,F
